,collection,productIdentifier,parentIdentifier,organisationName,startDate,completionDate,productType,processingLevel,platform,instrument,resolution,sensorMode,orbitNumber,relativeOrbitNumber,quicklook,thumbnail,updated,published,waterCover,snowCover,cloudCover,centroid,version,percentSaturatedPixelsMax,percentNoDataPixelsMax,nbColInterpolationErrorMax,percentGroundUsefulPixels,percentUsefulPixelsMin,location,productionDate,bands,thermBands,nb_cols,nb_rows,tileId,title,oragnisationName,services,urlwms
18,VENUSVM05,VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-26T05:07:43Z,2023-02-26T05:07:43Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29934,29934,https://theia.cnes.fr/data//VENUSVM05/2023/02/26/VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/26/VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-28T08:24:12Z,2023-03-28T08:24:12Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-24T17:58:30Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/c903b811-316b-5961-b638-385a7ad4f0d5/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/c903b811-316b-5961-b638-385a7ad4f0d5/download', 'mimeType': 'application/zip', 'checksum': 'ced2ae98ada3e286f674912b2c8714ff'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230226-050743-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=26&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
19,VENUSVM05,VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-25T05:07:54Z,2023-02-25T05:07:54Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29919,29919,https://theia.cnes.fr/data//VENUSVM05/2023/02/25/VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/25/VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-24T16:24:56Z,2023-03-24T16:24:56Z,0,,0,"{'type': 'Point', 'coordinates': [76.598094940186, 11.748217105865]}",3-1,,,,,,BANDIPUR,2023-03-24T15:04:17Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10200,8916,,VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/c7abfa33-3021-5753-a052-48db24d058d1/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/c7abfa33-3021-5753-a052-48db24d058d1/download', 'mimeType': 'application/zip', 'checksum': 'e8cdf9f51e5d4efe2b803f6648caf995'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230225-050754-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=25&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505923.5472945,1298624.7539465,8547798.2992842,1335520.4642432&WIDTH=256&HEIGHT=256&"
20,VENUSVM05,VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-24T05:08:05Z,2023-02-24T05:08:05Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29904,29904,https://theia.cnes.fr/data//VENUSVM05/2023/02/24/VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/24/VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-24T16:24:49Z,2023-03-24T16:24:49Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-24T15:03:59Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f3f8d278-b29f-5d96-82dd-6a6ffb11b8ca/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f3f8d278-b29f-5d96-82dd-6a6ffb11b8ca/download', 'mimeType': 'application/zip', 'checksum': '02478db028f8e24e89e64bab2f44e106'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230224-050805-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=24&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
21,VENUSVM05,VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-22T05:08:23Z,2023-02-22T05:08:23Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29874,29874,https://theia.cnes.fr/data//VENUSVM05/2023/02/22/VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/22/VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-24T10:24:02Z,2023-03-24T10:24:02Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-24T09:36:02Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/69075844-ede4-5ad1-a4a8-c761321135bb/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/69075844-ede4-5ad1-a4a8-c761321135bb/download', 'mimeType': 'application/zip', 'checksum': 'c6567ab35a9d36fb19ff113d2076a690'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230222-050823-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=22&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
22,VENUSVM05,VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-18T05:08:53Z,2023-02-18T05:08:53Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29814,29814,https://theia.cnes.fr/data//VENUSVM05/2023/02/18/VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/18/VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-23T18:23:18Z,2023-03-23T18:23:18Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-23T17:13:01Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/7ff3eebc-2a15-5182-9598-c07652080203/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/7ff3eebc-2a15-5182-9598-c07652080203/download', 'mimeType': 'application/zip', 'checksum': '27a754e37d8a953b3aef7db6987548d1'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230218-050853-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=18&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
23,VENUSVM05,VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-16T05:09:03Z,2023-02-16T05:09:03Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29784,29784,https://theia.cnes.fr/data//VENUSVM05/2023/02/16/VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/16/VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T14:23:02Z,2023-03-22T14:23:02Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T12:27:23Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/77c02276-c2b6-517f-964e-b820627f1a17/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/77c02276-c2b6-517f-964e-b820627f1a17/download', 'mimeType': 'application/zip', 'checksum': 'efd5d94be78f5febc59f4b7c5eee062a'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230216-050903-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=16&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
24,VENUSVM05,VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-14T05:09:08Z,2023-02-14T05:09:08Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29754,29754,https://theia.cnes.fr/data//VENUSVM05/2023/02/14/VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/14/VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T12:39:43Z,2023-03-22T12:39:43Z,0,,0,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T12:07:14Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/959976aa-406c-5c22-bb40-f39686f52a70/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/959976aa-406c-5c22-bb40-f39686f52a70/download', 'mimeType': 'application/zip', 'checksum': '9c8380e07f56c9276753f76ce3cc41b8'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230214-050908-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=14&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
25,VENUSVM05,VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-12T05:09:10Z,2023-02-12T05:09:10Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29724,29724,https://theia.cnes.fr/data//VENUSVM05/2023/02/12/VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/12/VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T12:36:26Z,2023-03-22T12:36:26Z,0,,6,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T11:47:08Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/43aa5281-eb53-5306-8967-a9022cac8832/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/43aa5281-eb53-5306-8967-a9022cac8832/download', 'mimeType': 'application/zip', 'checksum': 'e4bc85274aec339d6793beb0bb854864'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230212-050910-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=12&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
26,VENUSVM05,VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D,urn:ogc:def:EOP:CNES::VENUSVM05:,THEIA,2023-02-08T05:08:59Z,2023-02-08T05:08:59Z,REFLECTANCE,LEVEL2A,VENUS,,4,XS,29664,29664,https://theia.cnes.fr/data//VENUSVM05/2023/02/08/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1_QKL_ALL.png,https://theia.cnes.fr/data//VENUSVM05/2023/02/08/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1/VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D_V3-1_THB_ALL.png,2023-03-22T12:33:16Z,2023-03-22T12:33:16Z,0,,22,"{'type': 'Point', 'coordinates': [76.598110198974, 11.748216629028]}",3-1,,,,,,BANDIPUR,2023-03-22T11:17:17Z,B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12,,10195,8916,,VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D,CNES,"{'browse': {'title': 'Display full resolution product on map', 'layer': {'type': 'WMS', 'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f78e238c-62bf-5284-a01c-04a0c57287e4/wms?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=ANNEEPRODUIT&moisProduit=MOISPRODUIT&jourProduit=JOURPRODUIT&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX={:bbox3857:}&WIDTH=256&HEIGHT=256', 'layers': ''}}, 'download': {'url': 'https://theia.cnes.fr/atdistrib/resto2/collections/VENUSVM05/f78e238c-62bf-5284-a01c-04a0c57287e4/download', 'mimeType': 'application/zip', 'checksum': '84b240ac915e57f0fdc89448c34da242'}}","https://mapserver.theia.cnes.fr/cgi-bin/mapserv?map=/nfs/muscate_data//muscate.map&idProduit=VENUS-XS_20230208-050859-000_L2A_BANDIPUR_D&versionProduit=3-1&idProjet=VENUSVM05&anneeProduit=2023&moisProduit=02&jourProduit=08&LAYERS=muscate&FORMAT=image%2Fpng&TRANSITIONEFFECT=resize&TRANSPARENT=true&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&STYLES=&SRS=EPSG%3A3857&BBOX=8505935.4374988,1298624.7539465,8547789.8062811,1335520.3557447&WIDTH=256&HEIGHT=256&"
